seq_position,SITE,Event,d18O,d2H,Setting.Type,dxs,ON,month,year
6,JL1,7,-18.251393819049,-135.04736701477,Lake,10.963783537621993,NA,7,2023
7,JL2,7,-18.4536531716519,-136.09176732469,Lake,11.537458048525195,NA,7,2023
8,JL3,7,-18.4193969876445,-135.916249803107,Lake,11.438926098048995,NA,7,2023
9,JL4,7,-18.4201356013439,-135.810076115364,Lake,11.551008695387196,NA,7,2023
10,JL5,7,-18.3637466781392,-135.616850749263,Lake,11.293122675850611,NA,7,2023
11,JL6,7,-18.4292606148209,-135.835578573503,Lake,11.598506345064209,NA,7,2023
12,JL6,7,-18.3642631999353,-135.585235793462,Lake,11.328869806020407,NA,7,2023
13,JL6,7,-18.3473934935262,-135.528814929791,Lake,11.250333018418615,NA,7,2023
14,JL7,7,-18.3528000225536,-135.473828997622,Lake,11.34857118280678,NA,7,2023
15,JL8,7,-18.3367950112016,-135.517962532856,Lake,11.176397556756797,NA,7,2023
16,JL9,7,-18.2860277557683,-135.479941273349,Lake,10.808280772797389,NA,7,2023
17,JL10,7,-18.396792325022,-135.832368368732,Lake,11.34197023144398,NA,7,2023
18,JL11,7,-18.4165945276188,-135.758443133342,Lake,11.574313087608374,NA,7,2023
19,JL12,7,-18.2769970706379,-135.382091963987,Lake,10.83388460111621,NA,7,2023
20,JL13,7,-18.33776616432,-135.550147663008,Lake,11.151981651552006,NA,7,2023
25,JL14,7,-18.3270451245274,-135.512217438474,Lake,11.104143557745203,NA,7,2023
26,JL15,7,-18.3399056206996,-135.510332715764,Lake,11.208912249832792,NA,7,2023
27,JL16,7,-18.2611615627721,-135.105020775032,Lake,10.984271727144801,NA,7,2023
28,1,7,-18.3151154642766,-135.37121437859,Lake.outlet,11.149709335622816,NA,7,2023
29,5,7,-19.2354417495061,-139.993961424148,Stream,13.8895725719008,NA,7,2023
30,7,7,-17.9605521953388,-135.067080844967,Stream,8.617336717743399,NA,7,2023
31,10,7,-19.2464080206277,-139.774323797986,Stream,14.196940367035609,NA,7,2023
32,12,7,-19.4702782049331,-142.251089081317,Stream,13.511136558147797,NA,7,2023
33,14,7,-19.1590967848513,-141.365501263661,Stream,11.9072730151494,NA,7,2023
34,14,7,-19.254201764575,-141.5502921879,Stream,12.483321928700008,NA,7,2023
35,14,7,-19.2221511577065,-141.50109684665,Stream,12.27611241500199,NA,7,2023
36,15,7,-18.2580202483809,-135.043237321006,River,11.020924666041225,NA,7,2023
37,16,7,-19.1522379908517,-139.122028925239,Stream,14.095875001574598,NA,7,2023
38,17,7,-19.1717622298059,-138.999166998215,Stream,14.374930840232196,NA,7,2023
39,19,7,-19.4095059145859,-140.115782879508,Stream,15.160264437179194,NA,7,2023
6,20,7,-18.9082629423392,-138.531582823937,Stream,12.734520714776608,NA,7,2023
7,22,7,-19.4763743832391,-142.706666697529,Stream,13.104328368383818,NA,7,2023
8,24,7,-19.0237143745146,-140.01660824018,Stream,12.1731067559368,NA,7,2023
9,26E,7,-18.70502841328,-138.506218189632,Stream,11.134009116608013,NA,7,2023
10,26E,7,-18.7999985769791,-138.781889249413,Stream,11.618099366419784,NA,7,2023
11,26E,7,-18.7926184517925,-138.810009330688,Stream,11.530938283652006,NA,7,2023
13,26W,7,-18.9544736006137,-141.125348519743,Stream,10.510440285166595,NA,7,2023
14,27,7,-18.7358339562768,-138.867024103731,Stream,11.019647546483384,NA,7,2023
15,30,7,-19.3172162891906,-142.391364139162,Stream,12.14636617436281,NA,7,2023
20,33,7,-18.5115600020942,-137.940981096198,Stream,10.15149892055561,NA,7,2023
21,34,7,-19.2791868841424,-140.671677157324,Stream,13.561817915815197,NA,7,2023
22,38,7,-19.5733504522749,-143.027511350702,Stream,13.559292267497199,NA,7,2023
23,39,7,-19.5944431785249,-143.752223828049,Stream,13.003321600150201,NA,7,2023
24,39,7,-19.6286651226465,-143.778556827359,Stream,13.25076415381298,NA,7,2023
25,39,7,-19.6418693690984,-143.757862450432,Stream,13.377092502355225,NA,7,2023
27,40,7,-18.9970811516818,-139.870983303505,Stream,12.105665909949408,NA,7,2023
28,41,7,-18.0965095814851,-134.551416849325,Stream,10.220659802555815,NA,7,2023
29,AMK.Ranch,7,-18.5024083485758,-139.258118745465,AMK Tap,8.76114804314139,NA,7,2023
6,JL1,8,-16.4258228017481,-126.703950968276,Lake,4.702631445708803,NA,8,2023
7,JL2,8,-16.9537717411829,-130.047592321098,Lake,5.582581608365217,NA,8,2023
8,JL3,8,-16.8984753997072,-129.944730606497,Lake,5.2430725911605975,NA,8,2023
9,JL4,8,-17.0723887305769,-130.527697895022,Lake,6.051411949593216,NA,8,2023
10,JL4,8,-17.0973686869505,-130.66885439522,Lake,6.110095100384001,NA,8,2023
11,JL4,8,-17.1378440187348,-130.697326417632,Lake,6.4054257322463855,NA,8,2023
13,JL5,8,-16.9076201297321,-129.732924354317,Lake,5.528036683539796,NA,8,2023
14,JL6,8,-17.051216754812,-130.483740087482,Lake,5.925993951013993,NA,8,2023
15,JL7,8,-17.0405693608833,-130.430360213856,Lake,5.894194673210393,NA,8,2023
20,JL8,8,-17.1992470829469,-130.090105659203,Lake,7.503871004372201,NA,8,2023
21,JL9,8,-17.1236176996833,-130.040633624228,Lake,6.9483079732384,NA,8,2023
22,JL10,8,-17.0998177741224,-129.930809587198,Lake,6.867732605781185,NA,8,2023
23,JL11,8,-17.0640230649889,-130.302080096759,Lake,6.210104423152188,NA,8,2023
24,JL11,8,-17.0524844653337,-130.324666438517,Lake,6.095209284152588,NA,8,2023
25,JL11,8,-17.0361870509483,-130.352664407764,Lake,5.936831999822402,NA,8,2023
27,JL12,8,-17.1140053723417,-130.765732820079,Lake,6.1463101586546145,NA,8,2023
